ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
13381,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13382,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13383,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13384,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13385,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13386,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13387,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13388,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13389,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13390,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13391,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 2,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13392,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13393,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13394,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13395,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13396,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13397,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13398,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13399,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13400,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13401,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13402,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13403,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13404,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13405,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13406,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13407,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13408,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13409,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13410,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13411,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13412,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13413,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13414,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13415,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13416,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13417,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13418,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13419,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13420,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13421,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13422,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13423,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13424,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13425,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13426,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13427,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13428,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13429,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13430,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13431,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13432,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13433,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13434,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13435,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13436,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13437,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13438,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13439,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13440,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13441,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE A Level,Level 3,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13442,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13443,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13444,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13445,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13446,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13447,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13448,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13449,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13450,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13451,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13452,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13453,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13454,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13455,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13456,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13457,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13458,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13459,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13460,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13461,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13462,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13463,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13464,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13465,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13466,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13467,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13468,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13469,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13470,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13471,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13472,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13473,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13474,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13475,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13476,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13477,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13478,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13479,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13480,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13481,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13482,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13483,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13484,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13485,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13486,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13487,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13488,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13489,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13490,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13491,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCE AS Level,Level 3,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13492,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13493,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13494,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13495,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13496,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13497,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13498,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13499,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13500,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13501,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13502,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13503,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13504,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13505,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13506,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13507,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13508,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (9 to 1),Level 1/Level 2,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13509,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13510,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13511,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13512,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13513,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13514,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13515,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13516,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13517,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13518,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13519,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13520,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13521,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13522,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13523,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13524,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13525,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13526,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13527,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13528,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13529,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13530,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13531,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
