ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
12773,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12774,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12775,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12776,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12777,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12778,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12779,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12780,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12781,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 3,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12782,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12783,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12784,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12785,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12786,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12787,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12788,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12789,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12790,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12791,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12792,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12793,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12794,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12795,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12796,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12797,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12798,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12799,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12800,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12801,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12802,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12803,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12804,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12805,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12806,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12807,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12808,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12809,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12810,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12811,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12812,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12813,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12814,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12815,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12816,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12817,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12818,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12819,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12820,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12821,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12822,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12823,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12824,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12825,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12826,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12827,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12828,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12829,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12830,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12831,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 4,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12832,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12833,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12834,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12835,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12836,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12837,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12838,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12839,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12840,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12841,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12842,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12843,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12844,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12845,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12846,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12847,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12848,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12849,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12850,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12851,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12852,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12853,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12854,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12855,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12856,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12857,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12858,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12859,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12860,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12861,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12862,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12863,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12864,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12865,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12866,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12867,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12868,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12869,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12870,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12871,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12872,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12873,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12874,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12875,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12876,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12877,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12878,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12879,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12880,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12881,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 5,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12882,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12883,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12884,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12885,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12886,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12887,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12888,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12889,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12890,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12891,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12892,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12893,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12894,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12895,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12896,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12897,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12898,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12899,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12900,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12901,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12902,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12903,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12904,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12905,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12906,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12907,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12908,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12909,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12910,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12911,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12912,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12913,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
